
=== 采集时间: 2025-12-05 15:10:48 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	2	10	26
2	0.0001	2	19	23
3	0.0002	9	19	14
4	0.0003	10	22	11
5	0.0004	24	30	32
6	0.0005	2	3	18
7	0.0006	1	15	19
8	0.0007	3	14	13
9	0.0008	10	28	9
10	0.0009	16	24	26
11	0.0010	-3	-3	20
12	0.0011	5	2	18
13	0.0012	10	16	15
14	0.0013	15	20	9
15	0.0014	23	19	22
16	0.0015	3	6	28
17	0.0016	1	13	26
18	0.0017	6	26	18
19	0.0018	10	23	11
20	0.0019	15	19	24
21	0.0020	7	5	20
22	0.0021	20	27	33
23	0.0022	19	26	22
24	0.0023	9	19	6
25	0.0024	13	15	18
26	0.0025	-4	2	16
27	0.0026	9	28	32
28	0.0027	14	26	19
29	0.0028	11	10	1
30	0.0029	22	16	24
31	0.0030	5	1	19
32	0.0031	14	24	26
33	0.0032	14	22	11
34	0.0033	5	9	5
35	0.0034	19	23	28
36	0.0035	7	11	24
37	0.0036	18	26	23
38	0.0037	18	22	9
39	0.0038	13	14	5
40	0.0039	15	18	22
41	0.0040	3	14	24
42	0.0041	6	26	32
43	0.0042	5	20	20
44	0.0043	9	11	7
45	0.0044	16	19	19
46	0.0045	5	15	27
47	0.0046	15	33	31
48	0.0047	11	14	16
49	0.0048	10	9	10
50	0.0049	9	16	18
51	0.0050	7	19	28
52	0.0051	1	19	26
53	0.0052	11	14	11
54	0.0053	6	13	2
55	0.0054	16	14	24
56	0.0055	1	9	19
57	0.0056	5	23	22
58	0.0057	14	16	15
59	0.0058	13	11	1
60	0.0059	18	16	26
61	0.0060	14	9	26
62	0.0061	5	10	28
63	0.0062	9	16	18
64	0.0063	16	27	9
65	0.0064	18	23	23
66	0.0065	-6	-4	15
67	0.0066	-4	9	23
68	0.0067	5	18	26
69	0.0068	15	19	5
70	0.0069	30	14	16
71	0.0070	-3	-6	9
72	0.0071	7	22	27
73	0.0072	5	32	22
74	0.0073	7	24	5
75	0.0074	10	9	15
76	0.0075	-8	-12	13
77	0.0076	11	30	27
78	0.0077	13	33	14
79	0.0078	13	14	1
80	0.0079	11	1	14
81	0.0080	-8	-2	19
82	0.0081	5	30	24
83	0.0082	1	19	16
84	0.0083	2	13	5
85	0.0084	10	-6	10
86	0.0085	5	-2	20
87	0.0086	14	19	31
88	0.0087	9	13	11
89	0.0088	0	-2	-3
90	0.0089	1	0	23
91	0.0090	-3	2	20
92	0.0091	7	30	30
93	0.0092	7	14	14
94	0.0093	9	5	0
95	0.0094	24	15	16
96	0.0095	7	13	26
97	0.0096	5	32	28
98	0.0097	2	16	9
99	0.0098	-2	13	2
100	0.0099	13	19	30

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	-7	849	15
2	0.001	-4	-31	-8
3	0.002	2	-1091	12
4	0.003	7	-2968	-20
5	0.004	57	-723	11
6	0.005	12	-3037	-6
7	0.006	5	-380	2
8	0.007	-11	-337	2
9	0.008	33	398	18
10	0.009	-15	-1143	-11
================================================================================

=== 采集时间: 2025-12-05 15:10:48 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	6	16	31
2	0.0001	19	33	32
3	0.0002	23	30	26
4	0.0003	14	15	9
5	0.0004	15	18	30
6	0.0005	1	15	30
7	0.0006	10	20	27
8	0.0007	14	18	20
9	0.0008	16	14	11
10	0.0009	16	18	28
11	0.0010	10	15	31
12	0.0011	11	20	27
13	0.0012	7	11	11
14	0.0013	7	13	6
15	0.0014	18	22	27
16	0.0015	2	22	35
17	0.0016	11	22	30
18	0.0017	14	16	15
19	0.0018	14	9	6
20	0.0019	20	30	36
21	0.0020	2	19	31
22	0.0021	-2	27	31
23	0.0022	10	19	14
24	0.0023	10	9	-2
25	0.0024	24	19	24
26	0.0025	7	5	26
27	0.0026	9	14	31
28	0.0027	10	22	18
29	0.0028	18	19	2
30	0.0029	11	6	16
31	0.0030	-7	-3	20
32	0.0031	2	13	27
33	0.0032	19	31	23
34	0.0033	31	18	14
35	0.0034	19	5	27
36	0.0035	-4	5	22
37	0.0036	2	30	24
38	0.0037	7	35	22
39	0.0038	15	16	14
40	0.0039	13	2	24
41	0.0040	-4	16	28
42	0.0041	16	33	33
43	0.0042	10	27	16
44	0.0043	16	9	-2
45	0.0044	6	-2	16
46	0.0045	-2	19	28
47	0.0046	5	31	32
48	0.0047	3	26	16
49	0.0048	11	-3	0
50	0.0049	10	-7	13
51	0.0050	13	16	24
52	0.0051	18	30	31
53	0.0052	10	11	16
54	0.0053	3	2	2
55	0.0054	3	10	26
56	0.0055	3	27	26
57	0.0056	10	24	28
58	0.0057	13	19	10
59	0.0058	16	19	6
60	0.0059	24	16	33
61	0.0060	6	13	24
62	0.0061	10	18	33
63	0.0062	7	13	16
64	0.0063	5	10	3
65	0.0064	15	16	23
66	0.0065	7	14	27
67	0.0066	15	18	31
68	0.0067	9	13	19
69	0.0068	9	13	13
70	0.0069	14	26	32
71	0.0070	3	16	27
72	0.0071	10	26	33
73	0.0072	7	20	19
74	0.0073	6	14	11
75	0.0074	16	15	30
76	0.0075	9	13	28
77	0.0076	11	30	36
78	0.0077	5	27	22
79	0.0078	9	20	9
80	0.0079	3	10	22
81	0.0080	6	9	30
82	0.0081	3	14	30
83	0.0082	15	14	18
84	0.0083	15	9	-2
85	0.0084	15	14	16
86	0.0085	-2	-2	19
87	0.0086	5	13	24
88	0.0087	6	18	20
89	0.0088	5	13	9
90	0.0089	15	15	23
91	0.0090	3	14	24
92	0.0091	14	26	33
93	0.0092	23	24	22
94	0.0093	10	20	13
95	0.0094	3	19	28
96	0.0095	-8	7	20
97	0.0096	2	23	26
98	0.0097	16	32	28
99	0.0098	19	16	13
100	0.0099	18	15	27

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	-4	-483	-20
2	0.001	-15	-1838	0
3	0.002	5	-286	4
4	0.003	27	77	-10
5	0.004	13	-70	7
6	0.005	20	-885	-4
7	0.006	32	-2940	11
8	0.007	4	-900	5
9	0.008	-4	-3190	-13
10	0.009	27	-247	3
================================================================================

=== 采集时间: 2025-12-05 15:10:48 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	5	13	26
2	0.0001	3	15	16
3	0.0002	7	19	14
4	0.0003	11	13	11
5	0.0004	14	19	28
6	0.0005	10	2	22
7	0.0006	6	10	18
8	0.0007	13	18	15
9	0.0008	9	15	7
10	0.0009	18	20	31
11	0.0010	9	10	26
12	0.0011	5	10	20
13	0.0012	15	23	16
14	0.0013	7	24	6
15	0.0014	16	27	37
16	0.0015	1	9	31
17	0.0016	6	19	27
18	0.0017	15	35	28
19	0.0018	10	23	18
20	0.0019	19	26	39
21	0.0020	5	6	27
22	0.0021	11	23	32
23	0.0022	19	44	27
24	0.0023	9	11	15
25	0.0024	10	6	27
26	0.0025	7	-4	26
27	0.0026	9	22	27
28	0.0027	33	44	31
29	0.0028	15	9	10
30	0.0029	13	5	26
31	0.0030	2	14	27
32	0.0031	2	33	31
33	0.0032	20	33	15
34	0.0033	10	3	7
35	0.0034	18	22	35
36	0.0035	22	32	40
37	0.0036	23	40	31
38	0.0037	27	31	19
39	0.0038	9	1	7
40	0.0039	14	31	36
41	0.0040	10	28	39
42	0.0041	15	26	33
43	0.0042	23	18	19
44	0.0043	15	3	6
45	0.0044	22	28	32
46	0.0045	7	18	28
47	0.0046	2	6	26
48	0.0047	5	19	19
49	0.0048	2	3	11
50	0.0049	15	27	33
51	0.0050	3	5	22
52	0.0051	11	9	23
53	0.0052	13	19	14
54	0.0053	7	6	7
55	0.0054	11	32	31
56	0.0055	-6	14	28
57	0.0056	1	15	27
58	0.0057	14	24	13
59	0.0058	15	14	6
60	0.0059	20	28	28
61	0.0060	6	9	23
62	0.0061	2	15	22
63	0.0062	5	6	6
64	0.0063	10	14	3
65	0.0064	10	18	28
66	0.0065	5	22	24
67	0.0066	7	18	22
68	0.0067	7	18	11
69	0.0068	18	18	10
70	0.0069	18	28	28
71	0.0070	3	14	26
72	0.0071	2	22	20
73	0.0072	9	19	16
74	0.0073	13	24	10
75	0.0074	22	19	28
76	0.0075	6	11	24
77	0.0076	9	2	27
78	0.0077	19	28	19
79	0.0078	18	23	6
80	0.0079	11	19	26
81	0.0080	-12	0	18
82	0.0081	1	11	26
83	0.0082	15	30	24
84	0.0083	22	20	20
85	0.0084	16	16	28
86	0.0085	5	-2	15
87	0.0086	6	18	19
88	0.0087	16	39	20
89	0.0088	10	20	11
90	0.0089	6	15	22
91	0.0090	-4	10	20
92	0.0091	2	31	20
93	0.0092	15	35	16
94	0.0093	11	10	2
95	0.0094	14	10	19
96	0.0095	5	22	26
97	0.0096	6	32	24
98	0.0097	6	23	10
99	0.0098	2	-3	-3
100	0.0099	10	5	14

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	-31	1733	9
2	0.001	27	-1099	2
3	0.002	-7	-345	-12
4	0.003	12	-1698	3
5	0.004	-26	-425	-7
6	0.005	12	51	-3
7	0.006	19	-52	6
8	0.007	-5	-791	0
9	0.008	41	-2994	-20
10	0.009	15	-797	3
================================================================================

=== 采集时间: 2025-12-05 15:10:49 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	1	-4	23
2	0.0001	7	19	24
3	0.0002	22	30	18
4	0.0003	3	14	7
5	0.0004	13	5	16
6	0.0005	-8	-10	15
7	0.0006	3	24	28
8	0.0007	22	32	22
9	0.0008	9	5	3
10	0.0009	18	10	18
11	0.0010	-6	6	16
12	0.0011	11	44	31
13	0.0012	20	32	19
14	0.0013	-2	9	9
15	0.0014	11	14	30
16	0.0015	-7	19	33
17	0.0016	13	41	28
18	0.0017	18	27	15
19	0.0018	11	-2	3
20	0.0019	19	23	26
21	0.0020	-2	16	22
22	0.0021	7	28	20
23	0.0022	-2	2	6
24	0.0023	0	5	5
25	0.0024	11	28	23
26	0.0025	10	11	23
27	0.0026	15	10	18
28	0.0027	9	3	7
29	0.0028	3	11	9
30	0.0029	2	30	27
31	0.0030	1	9	20
32	0.0031	6	22	20
33	0.0032	19	14	18
34	0.0033	22	23	15
35	0.0034	26	39	35
36	0.0035	5	7	22
37	0.0036	1	16	14
38	0.0037	7	19	19
39	0.0038	13	31	18
40	0.0039	22	39	39
41	0.0040	7	7	28
42	0.0041	11	9	15
43	0.0042	16	23	6
44	0.0043	9	15	10
45	0.0044	18	23	28
46	0.0045	-2	-2	19
47	0.0046	0	0	10
48	0.0047	9	14	6
49	0.0048	-2	5	2
50	0.0049	15	16	18
51	0.0050	-3	-4	13
52	0.0051	3	11	11
53	0.0052	13	27	14
54	0.0053	9	13	11
55	0.0054	13	18	30
56	0.0055	-2	5	16
57	0.0056	7	26	16
58	0.0057	13	20	16
59	0.0058	5	11	10
60	0.0059	13	19	30
61	0.0060	6	-6	19
62	0.0061	0	-2	15
63	0.0062	0	14	6
64	0.0063	-3	19	7
65	0.0064	7	13	16
66	0.0065	1	-4	16
67	0.0066	6	11	13
68	0.0067	23	27	20
69	0.0068	9	14	6
70	0.0069	11	13	26
71	0.0070	-14	2	13
72	0.0071	-2	18	18
73	0.0072	13	37	20
74	0.0073	9	10	6
75	0.0074	19	15	23
76	0.0075	2	1	15
77	0.0076	6	15	15
78	0.0077	15	24	11
79	0.0078	-3	3	0
80	0.0079	9	15	32
81	0.0080	2	11	27
82	0.0081	7	15	24
83	0.0082	13	18	5
84	0.0083	7	2	0
85	0.0084	7	19	27
86	0.0085	5	11	19
87	0.0086	2	19	19
88	0.0087	6	16	18
89	0.0088	-4	5	7
90	0.0089	13	27	27
91	0.0090	11	19	20
92	0.0091	11	15	18
93	0.0092	18	18	10
94	0.0093	5	11	9
95	0.0094	13	22	28
96	0.0095	5	19	24
97	0.0096	3	14	19
98	0.0097	14	15	9
99	0.0098	5	9	10
100	0.0099	14	19	27

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	-10	-674	-3
2	0.001	43	-3116	-2
3	0.002	-8	-562	-17
4	0.003	14	-3044	-12
5	0.004	-12	-308	-5
6	0.005	-5	-424	-13
7	0.006	23	464	5
8	0.007	-2	-1099	-6
9	0.008	-13	-1092	-7
10	0.009	-13	-1212	13
================================================================================

=== 采集时间: 2025-12-05 15:10:49 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	19	19	26
2	0.0001	3	19	19
3	0.0002	16	23	14
4	0.0003	-8	1	6
5	0.0004	-3	28	31
6	0.0005	6	26	27
7	0.0006	6	18	14
8	0.0007	26	16	13
9	0.0008	7	0	7
10	0.0009	18	26	31
11	0.0010	-3	6	16
12	0.0011	-8	7	16
13	0.0012	6	23	10
14	0.0013	1	1	7
15	0.0014	20	20	30
16	0.0015	3	3	23
17	0.0016	14	7	16
18	0.0017	16	23	10
19	0.0018	3	11	7
20	0.0019	9	26	26
21	0.0020	-7	7	20
22	0.0021	0	16	22
23	0.0022	9	28	10
24	0.0023	15	18	7
25	0.0024	13	15	19
26	0.0025	0	6	13
27	0.0026	1	9	7
28	0.0027	10	22	11
29	0.0028	3	15	10
30	0.0029	11	27	26
31	0.0030	-2	3	14
32	0.0031	5	13	7
33	0.0032	20	20	7
34	0.0033	10	6	5
35	0.0034	13	18	28
36	0.0035	2	5	20
37	0.0036	0	9	15
38	0.0037	13	18	10
39	0.0038	5	11	2
40	0.0039	13	20	31
41	0.0040	0	5	22
42	0.0041	3	22	18
43	0.0042	23	30	24
44	0.0043	3	14	14
45	0.0044	10	15	31
46	0.0045	0	18	23
47	0.0046	5	18	20
48	0.0047	15	27	19
49	0.0048	2	14	13
50	0.0049	14	20	28
51	0.0050	3	23	23
52	0.0051	10	20	22
53	0.0052	14	23	19
54	0.0053	-2	3	13
55	0.0054	6	3	18
56	0.0055	3	11	19
57	0.0056	11	16	20
58	0.0057	15	19	15
59	0.0058	2	3	6
60	0.0059	6	11	24
61	0.0060	1	19	30
62	0.0061	7	22	16
63	0.0062	15	15	11
64	0.0063	2	6	7
65	0.0064	24	23	35
66	0.0065	3	14	18
67	0.0066	9	15	14
68	0.0067	9	22	16
69	0.0068	-3	3	10
70	0.0069	13	28	30
71	0.0070	0	5	26
72	0.0071	11	18	19
73	0.0072	15	22	7
74	0.0073	7	5	2
75	0.0074	14	19	30
76	0.0075	1	9	27
77	0.0076	9	30	18
78	0.0077	11	22	18
79	0.0078	7	11	3
80	0.0079	15	26	24
81	0.0080	11	19	28
82	0.0081	14	22	26
83	0.0082	20	20	13
84	0.0083	10	13	6
85	0.0084	5	23	26
86	0.0085	0	14	27
87	0.0086	2	16	20
88	0.0087	18	23	10
89	0.0088	3	9	2
90	0.0089	10	11	27
91	0.0090	2	16	27
92	0.0091	6	14	19
93	0.0092	19	27	20
94	0.0093	3	11	9
95	0.0094	7	16	22
96	0.0095	2	11	22
97	0.0096	5	23	23
98	0.0097	18	28	16
99	0.0098	2	14	13
100	0.0099	5	16	27

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	9	-231	-2
2	0.001	-13	-357	-12
3	0.002	-4	386	6
4	0.003	0	-868	-21
5	0.004	4	-1118	0
6	0.005	2	-1272	4
7	0.006	-3	-676	7
8	0.007	5	2077	-3
9	0.008	32	-205	-5
10	0.009	18	1855	2
================================================================================

=== 采集时间: 2025-12-05 15:10:49 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	-7	9	24
2	0.0001	0	5	10
3	0.0002	13	9	1
4	0.0003	13	6	6
5	0.0004	11	15	30
6	0.0005	-2	6	24
7	0.0006	-6	3	6
8	0.0007	2	11	5
9	0.0008	-4	1	-2
10	0.0009	7	19	20
11	0.0010	1	15	16
12	0.0011	11	19	16
13	0.0012	19	24	16
14	0.0013	0	5	5
15	0.0014	0	19	18
16	0.0015	-6	18	22
17	0.0016	7	30	18
18	0.0017	26	28	15
19	0.0018	14	9	11
20	0.0019	20	19	35
21	0.0020	10	19	28
22	0.0021	16	28	20
23	0.0022	18	19	10
24	0.0023	-4	-3	13
25	0.0024	9	20	40
26	0.0025	6	23	28
27	0.0026	15	19	15
28	0.0027	20	10	9
29	0.0028	7	-2	6
30	0.0029	15	33	33
31	0.0030	3	30	26
32	0.0031	3	19	15
33	0.0032	2	16	11
34	0.0033	0	10	2
35	0.0034	16	37	33
36	0.0035	5	24	26
37	0.0036	13	11	11
38	0.0037	11	15	6
39	0.0038	7	18	14
40	0.0039	11	32	39
41	0.0040	0	18	20
42	0.0041	0	6	9
43	0.0042	13	11	11
44	0.0043	7	6	10
45	0.0044	18	27	37
46	0.0045	2	11	28
47	0.0046	5	7	13
48	0.0047	14	18	11
49	0.0048	6	11	11
50	0.0049	13	27	40
51	0.0050	0	11	28
52	0.0051	3	18	16
53	0.0052	13	20	11
54	0.0053	9	11	11
55	0.0054	3	20	39
56	0.0055	2	18	28
57	0.0056	5	27	15
58	0.0057	18	20	16
59	0.0058	3	15	14
60	0.0059	13	15	27
61	0.0060	2	14	30
62	0.0061	1	24	27
63	0.0062	14	19	11
64	0.0063	9	1	2
65	0.0064	6	16	31
66	0.0065	6	19	36
67	0.0066	11	37	24
68	0.0067	22	18	14
69	0.0068	10	5	3
70	0.0069	9	22	31
71	0.0070	0	24	28
72	0.0071	9	30	15
73	0.0072	13	10	7
74	0.0073	-2	-2	5
75	0.0074	13	16	27
76	0.0075	7	18	26
77	0.0076	15	18	13
78	0.0077	13	13	11
79	0.0078	-6	1	10
80	0.0079	10	16	27
81	0.0080	-6	5	19
82	0.0081	6	18	14
83	0.0082	7	13	15
84	0.0083	7	11	10
85	0.0084	19	23	32
86	0.0085	2	13	27
87	0.0086	10	23	24
88	0.0087	11	31	23
89	0.0088	13	19	16
90	0.0089	22	30	43
91	0.0090	9	16	35
92	0.0091	19	20	20
93	0.0092	28	24	24
94	0.0093	14	16	18
95	0.0094	20	32	35
96	0.0095	6	16	28
97	0.0096	10	19	18
98	0.0097	22	20	14
99	0.0098	16	15	13
100	0.0099	20	26	37

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	45	337	-14
2	0.001	6	-943	6
3	0.002	-8	-1231	-19
4	0.003	-14	-1224	2
5	0.004	-5	-724	9
6	0.005	16	1746	-4
7	0.006	32	-473	-3
8	0.007	-17	1697	10
9	0.008	4	-968	-13
10	0.009	27	-499	-12
================================================================================

=== 采集时间: 2025-12-05 15:10:49 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	-4	2	16
2	0.0001	10	26	18
3	0.0002	23	28	16
4	0.0003	5	-6	16
5	0.0004	5	-3	22
6	0.0005	0	0	16
7	0.0006	1	22	18
8	0.0007	10	20	18
9	0.0008	3	-3	3
10	0.0009	14	14	31
11	0.0010	7	13	24
12	0.0011	16	35	22
13	0.0012	19	31	19
14	0.0013	-2	-3	6
15	0.0014	10	16	28
16	0.0015	2	30	30
17	0.0016	14	31	26
18	0.0017	26	23	23
19	0.0018	11	9	11
20	0.0019	18	28	36
21	0.0020	13	30	33
22	0.0021	11	19	18
23	0.0022	20	6	11
24	0.0023	10	0	10
25	0.0024	16	24	33
26	0.0025	9	26	31
27	0.0026	11	13	20
28	0.0027	19	11	13
29	0.0028	9	11	10
30	0.0029	14	28	35
31	0.0030	7	27	32
32	0.0031	11	22	23
33	0.0032	19	19	15
34	0.0033	13	16	16
35	0.0034	13	22	35
36	0.0035	1	26	36
37	0.0036	11	30	23
38	0.0037	19	19	15
39	0.0038	9	15	10
40	0.0039	13	23	32
41	0.0040	7	13	27
42	0.0041	19	24	26
43	0.0042	32	27	18
44	0.0043	7	6	11
45	0.0044	1	14	28
46	0.0045	-6	14	20
47	0.0046	9	24	19
48	0.0047	31	27	24
49	0.0048	11	9	18
50	0.0049	15	13	31
51	0.0050	13	16	26
52	0.0051	15	20	27
53	0.0052	27	36	23
54	0.0053	10	6	6
55	0.0054	5	6	20
56	0.0055	-11	11	18
57	0.0056	0	18	20
58	0.0057	24	33	22
59	0.0058	16	1	9
60	0.0059	18	2	30
61	0.0060	3	11	18
62	0.0061	3	22	16
63	0.0062	16	30	14
64	0.0063	2	9	11
65	0.0064	5	14	28
66	0.0065	0	23	26
67	0.0066	9	27	20
68	0.0067	27	30	15
69	0.0068	14	6	9
70	0.0069	10	5	27
71	0.0070	0	15	24
72	0.0071	3	35	20
73	0.0072	13	30	18
74	0.0073	3	5	5
75	0.0074	14	14	26
76	0.0075	0	13	24
77	0.0076	15	19	15
78	0.0077	18	19	14
79	0.0078	5	-2	2
80	0.0079	10	14	23
81	0.0080	-3	9	19
82	0.0081	3	22	15
83	0.0082	20	26	10
84	0.0083	14	6	7
85	0.0084	18	24	31
86	0.0085	6	22	32
87	0.0086	18	33	22
88	0.0087	19	20	14
89	0.0088	7	11	10
90	0.0089	13	27	40
91	0.0090	2	30	33
92	0.0091	13	24	19
93	0.0092	18	22	6
94	0.0093	14	13	18
95	0.0094	16	30	41
96	0.0095	10	20	36
97	0.0096	2	13	15
98	0.0097	10	-2	3
99	0.0098	9	2	2
100	0.0099	18	15	30

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	3	1761	-24
2	0.001	7	-1010	-5
3	0.002	12	-420	-2
4	0.003	-15	-1852	-16
5	0.004	-5	-215	7
6	0.005	5	282	-4
7	0.006	16	157	-13
8	0.007	-22	-618	-24
9	0.008	10	-2999	-23
10	0.009	3	-829	5
================================================================================

=== 采集时间: 2025-12-05 15:10:50 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	-4	10	19
2	0.0001	9	15	10
3	0.0002	23	19	7
4	0.0003	5	2	10
5	0.0004	11	16	36
6	0.0005	3	10	23
7	0.0006	11	14	5
8	0.0007	20	23	13
9	0.0008	-2	9	10
10	0.0009	11	32	32
11	0.0010	6	18	27
12	0.0011	5	18	19
13	0.0012	20	23	19
14	0.0013	7	22	16
15	0.0014	16	32	33
16	0.0015	5	18	28
17	0.0016	10	11	15
18	0.0017	10	19	7
19	0.0018	2	9	15
20	0.0019	16	35	28
21	0.0020	10	15	23
22	0.0021	14	7	10
23	0.0022	18	11	9
24	0.0023	9	9	9
25	0.0024	11	31	33
26	0.0025	-4	9	20
27	0.0026	9	7	3
28	0.0027	15	16	11
29	0.0028	14	19	22
30	0.0029	20	43	43
31	0.0030	2	22	22
32	0.0031	7	9	7
33	0.0032	14	19	10
34	0.0033	13	27	24
35	0.0034	13	33	41
36	0.0035	5	18	26
37	0.0036	5	14	13
38	0.0037	16	15	16
39	0.0038	10	16	18
40	0.0039	6	18	32
41	0.0040	3	6	20
42	0.0041	9	10	10
43	0.0042	18	10	15
44	0.0043	5	13	16
45	0.0044	10	19	32
46	0.0045	0	3	18
47	0.0046	10	10	5
48	0.0047	9	19	10
49	0.0048	2	14	16
50	0.0049	3	23	32
51	0.0050	6	19	18
52	0.0051	11	13	7
53	0.0052	18	16	16
54	0.0053	5	22	18
55	0.0054	7	33	32
56	0.0055	5	16	16
57	0.0056	0	16	2
58	0.0057	13	20	14
59	0.0058	9	3	18
60	0.0059	20	23	37
61	0.0060	3	11	22
62	0.0061	13	9	11
63	0.0062	14	24	13
64	0.0063	-2	24	13
65	0.0064	3	30	33
66	0.0065	1	16	20
67	0.0066	10	14	13
68	0.0067	23	26	27
69	0.0068	19	20	20
70	0.0069	18	23	39
71	0.0070	5	13	27
72	0.0071	7	18	14
73	0.0072	15	19	19
74	0.0073	11	14	19
75	0.0074	16	15	43
76	0.0075	13	11	32
77	0.0076	10	15	19
78	0.0077	22	22	15
79	0.0078	14	23	16
80	0.0079	16	26	41
81	0.0080	6	22	27
82	0.0081	7	19	26
83	0.0082	16	28	15
84	0.0083	18	31	19
85	0.0084	15	30	31
86	0.0085	3	3	19
87	0.0086	11	16	11
88	0.0087	15	32	28
89	0.0088	9	23	22
90	0.0089	15	27	36
91	0.0090	-3	2	10
92	0.0091	9	13	11
93	0.0092	19	23	22
94	0.0093	18	18	22
95	0.0094	18	26	33
96	0.0095	1	7	19
97	0.0096	7	9	6
98	0.0097	15	23	19
99	0.0098	6	10	15
100	0.0099	11	23	33

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	7	-1209	-8
2	0.001	-17	-1054	6
3	0.002	5	-392	6
4	0.003	-22	2150	-11
5	0.004	32	-195	-2
6	0.005	-10	1781	-12
7	0.006	6	-1006	-7
8	0.007	9	-424	-25
9	0.008	-20	-1703	-17
10	0.009	10	-220	2
================================================================================

=== 采集时间: 2025-12-05 15:10:50 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	7	22	24
2	0.0001	18	20	15
3	0.0002	23	19	15
4	0.0003	14	10	20
5	0.0004	18	36	40
6	0.0005	7	35	31
7	0.0006	10	22	14
8	0.0007	9	16	13
9	0.0008	13	2	11
10	0.0009	20	33	44
11	0.0010	23	32	39
12	0.0011	18	14	14
13	0.0012	20	10	7
14	0.0013	5	1	6
15	0.0014	5	16	35
16	0.0015	11	27	31
17	0.0016	5	14	18
18	0.0017	13	18	20
19	0.0018	2	2	7
20	0.0019	9	19	31
21	0.0020	15	30	31
22	0.0021	11	16	9
23	0.0022	15	27	14
24	0.0023	5	10	15
25	0.0024	0	28	41
26	0.0025	5	35	31
27	0.0026	0	10	9
28	0.0027	15	27	15
29	0.0028	5	6	15
30	0.0029	10	14	35
31	0.0030	13	22	26
32	0.0031	13	9	11
33	0.0032	15	22	11
34	0.0033	3	11	13
35	0.0034	5	13	27
36	0.0035	13	10	20
37	0.0036	15	5	9
38	0.0037	19	23	16
39	0.0038	3	16	20
40	0.0039	5	19	28
41	0.0040	5	15	16
42	0.0041	14	9	9
43	0.0042	24	26	22
44	0.0043	10	20	26
45	0.0044	9	24	33
46	0.0045	9	19	16
47	0.0046	9	16	10
48	0.0047	18	24	18
49	0.0048	5	14	20
50	0.0049	10	20	40
51	0.0050	9	24	30
52	0.0051	16	26	13
53	0.0052	20	20	16
54	0.0053	9	10	15
55	0.0054	14	30	36
56	0.0055	9	31	20
57	0.0056	10	27	13
58	0.0057	18	26	15
59	0.0058	9	14	14
60	0.0059	19	23	32
61	0.0060	11	20	23
62	0.0061	19	31	14
63	0.0062	20	31	16
64	0.0063	0	9	11
65	0.0064	-2	11	33
66	0.0065	-2	9	24
67	0.0066	11	27	9
68	0.0067	19	19	13
69	0.0068	6	-3	13
70	0.0069	7	9	33
71	0.0070	0	16	24
72	0.0071	6	23	11
73	0.0072	10	22	14
74	0.0073	-6	2	7
75	0.0074	9	19	31
