
=== 采集时间: 2025-12-05 15:21:53 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
71	0.0070	31	137	393
72	0.0071	-386	-132	361
73	0.0072	63	161	-214
74	0.0073	148	27	-32
75	0.0074	-293	-415	49
76	0.0075	211	437	80
77	0.0076	-235	-49	404
78	0.0077	-174	-63	-153
79	0.0078	314	-98	-406
80	0.0079	181	-65	-96
81	0.0080	279	77	70
82	0.0081	224	184	198
83	0.0082	-84	265	166
84	0.0083	-33	-114	-254
85	0.0084	-199	-131	-327
86	0.0085	129	0	-123
87	0.0086	105	50	-4
88	0.0087	261	73	-104
89	0.0088	-121	-85	336
90	0.0089	-429	-159	173
91	0.0090	32	-75	-302
92	0.0091	66	69	-34
93	0.0092	-132	-15	601
94	0.0093	156	269	35
95	0.0094	135	52	-197
96	0.0095	-62	-127	120
97	0.0096	75	19	-175
98	0.0097	223	28	-302
99	0.0098	28	86	206
100	0.0099	-260	-7	153

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	-722	261	-26
2	0.001	-55	2073	-427
3	0.002	-25	1908	-603
4	0.003	734	1484	-801
5	0.004	909	-536	-784
6	0.005	945	-1769	-576
7	0.006	963	-1092	252
8	0.007	193	-2665	800
9	0.008	-201	234	744
10	0.009	-847	597	666
================================================================================

=== 采集时间: 2025-12-05 15:22:06 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	-213	-127	-7
2	0.0001	270	448	-276
3	0.0002	135	138	66
4	0.0003	-169	-298	330
5	0.0004	48	96	-290
6	0.0005	416	-58	-676
7	0.0006	-272	-134	327
8	0.0007	-299	-61	245
9	0.0008	342	176	-635
10	0.0009	-21	-117	-80
11	0.0010	-45	-270	109
12	0.0011	-118	64	-40
13	0.0012	90	278	41
14	0.0013	110	261	22
15	0.0014	-36	-74	234
16	0.0015	-38	-65	-29
17	0.0016	-211	-211	-174
18	0.0017	416	352	-375
19	0.0018	-675	-193	973
20	0.0019	-16	11	-500
21	0.0020	600	124	-260
22	0.0021	-524	-164	431
23	0.0022	-71	-119	-72
24	0.0023	219	270	-153
25	0.0024	95	41	189
26	0.0025	-397	-219	481
27	0.0026	26	-122	-58
28	0.0027	-46	214	-338
29	0.0028	-127	-213	63
30	0.0029	-423	94	173
31	0.0030	245	27	-15
32	0.0031	78	30	-256
33	0.0032	125	-176	187
34	0.0033	-75	201	152
35	0.0034	121	118	228
36	0.0035	184	316	-16
37	0.0036	-173	-189	310
38	0.0037	11	69	0
39	0.0038	233	84	-188
40	0.0039	1	-8	90
41	0.0040	2	-61	130
42	0.0041	-271	32	0
43	0.0042	360	173	-199
44	0.0043	124	-75	-143
45	0.0044	-303	-19	576
46	0.0045	704	188	-1190
47	0.0046	-149	-305	682
48	0.0047	-220	-29	-66
49	0.0048	361	-50	-337
50	0.0049	-27	387	186
51	0.0050	-110	-334	-211
52	0.0051	225	283	23
53	0.0052	-144	158	420
54	0.0053	-100	0	88
55	0.0054	160	-96	-406
56	0.0055	-108	-12	156
57	0.0056	-252	-48	-57
58	0.0057	-106	214	549
59	0.0058	80	168	-217
60	0.0059	124	-313	2
61	0.0060	61	206	-57
62	0.0061	195	62	-224
63	0.0062	15	41	14
64	0.0063	-101	-143	-149
65	0.0064	138	-79	-106
66	0.0065	-80	148	-3
67	0.0066	-205	-113	75
68	0.0067	-190	49	258
69	0.0068	-272	107	357
70	0.0069	157	52	238
71	0.0070	-88	321	288
72	0.0071	58	-183	-336
73	0.0072	16	578	611
74	0.0073	-246	-67	150
75	0.0074	732	-177	-1000
76	0.0075	-71	-65	499
77	0.0076	-348	-59	341
78	0.0077	211	167	-187
79	0.0078	-76	197	52
80	0.0079	-45	-345	-29
81	0.0080	37	77	-145
82	0.0081	362	-65	-432
83	0.0082	147	-204	-131
84	0.0083	-91	148	10
85	0.0084	223	112	-51
86	0.0085	129	75	-167
87	0.0086	36	-177	350
88	0.0087	-179	5	-24
89	0.0088	109	56	-449
90	0.0089	160	-50	-284
91	0.0090	-290	-33	69
92	0.0091	-109	240	416
93	0.0092	-66	6	-165
94	0.0093	238	-54	0
95	0.0094	-635	-70	743
96	0.0095	-232	239	224
97	0.0096	344	270	-471
98	0.0097	289	-253	193
99	0.0098	-322	41	314
100	0.0099	73	-357	-453

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	-1039	3369	1034
2	0.001	-2174	2886	313
3	0.002	-282	5302	-2018
4	0.003	1022	920	-2792
5	0.004	1087	1310	-1270
6	0.005	0	171	-522
7	0.006	409	1618	-645
8	0.007	616	1312	-574
9	0.008	671	135	-5
10	0.009	783	-192	106
================================================================================

=== 采集时间: 2025-12-05 15:22:06 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	49	-196	-526
2	0.0001	-97	77	730
3	0.0002	-485	9	-268
4	0.0003	253	-63	-246
5	0.0004	-328	288	377
6	0.0005	36	-232	-8
7	0.0006	171	229	-123
8	0.0007	118	-115	-109
9	0.0008	-246	-101	-246
10	0.0009	284	156	-11
11	0.0010	99	291	279
12	0.0011	49	-88	225
13	0.0012	116	99	45
14	0.0013	-209	-118	-33
15	0.0014	-221	-14	283
16	0.0015	-17	96	-366
17	0.0016	325	-131	-238
18	0.0017	-12	-117	131
19	0.0018	-249	-268	95
20	0.0019	-53	236	-51
21	0.0020	266	-151	-362
22	0.0021	20	-193	-14
23	0.0022	23	134	290
24	0.0023	207	254	-88
25	0.0024	-58	-83	16
26	0.0025	-199	47	125
27	0.0026	65	74	37
28	0.0027	266	270	130
29	0.0028	-44	-202	-282
30	0.0029	-207	316	725
31	0.0030	-238	124	-58
32	0.0031	378	-206	-684
33	0.0032	35	195	696
34	0.0033	-340	-119	370
35	0.0034	212	103	-165
36	0.0035	-125	87	7
37	0.0036	-298	-153	208
38	0.0037	360	215	-252
39	0.0038	121	-149	-2
40	0.0039	43	-249	-127
41	0.0040	148	83	-391
42	0.0041	-47	138	-55
43	0.0042	-131	-102	150
44	0.0043	-21	107	-11
45	0.0044	172	-3	-109
46	0.0045	-49	37	127
47	0.0046	44	-298	-315
48	0.0047	99	205	-213
49	0.0048	-28	116	322
50	0.0049	-25	-75	110
51	0.0050	165	420	152
52	0.0051	-151	-58	344
53	0.0052	-315	-48	200
54	0.0053	-62	124	-67
55	0.0054	242	175	117
56	0.0055	62	129	92
57	0.0056	101	-324	-374
58	0.0057	19	437	443
59	0.0058	-610	13	691
60	0.0059	91	26	-503
61	0.0060	27	-72	57
62	0.0061	-94	-100	53
63	0.0062	164	249	268
64	0.0063	-346	223	153
65	0.0064	246	-155	-64
66	0.0065	36	-54	-323
67	0.0066	-33	257	838
68	0.0067	-34	259	-282
69	0.0068	321	-36	-421
70	0.0069	-217	-130	580
71	0.0070	-126	-290	-304
72	0.0071	455	160	-328
73	0.0072	-110	71	328
74	0.0073	-224	-123	-50
75	0.0074	186	138	-199
76	0.0075	-320	24	221
77	0.0076	-58	-212	177
78	0.0077	180	340	-175
79	0.0078	99	-250	-161
80	0.0079	19	-126	237
81	0.0080	-93	-7	36
82	0.0081	169	125	-186
83	0.0082	161	82	-160
84	0.0083	458	-668	-848
85	0.0084	338	143	-398
86	0.0085	-746	-216	867
87	0.0086	-6	177	-881
88	0.0087	322	-11	-64
89	0.0088	-639	52	708
90	0.0089	104	77	558
91	0.0090	116	457	284
92	0.0091	118	45	-200
93	0.0092	201	-132	-192
94	0.0093	-75	-40	129
95	0.0094	43	13	5
96	0.0095	50	141	366
97	0.0096	-373	-33	138
98	0.0097	101	176	151
99	0.0098	-33	88	50
100	0.0099	-78	-207	71

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	-1459	518	627
2	0.001	-1040	3911	-56
3	0.002	1638	2019	-2571
4	0.003	1891	2374	-1909
5	0.004	2536	-2473	-97
6	0.005	402	-768	1536
7	0.006	756	-238	-578
8	0.007	495	-152	253
9	0.008	59	822	400
10	0.009	-116	961	753
================================================================================

=== 采集时间: 2025-12-05 15:22:06 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	124	478	-2
2	0.0001	-209	-207	-366
3	0.0002	74	-148	-338
4	0.0003	33	62	-257
5	0.0004	-203	-93	497
6	0.0005	-53	214	387
7	0.0006	-92	95	5
8	0.0007	-50	50	240
9	0.0008	79	105	-144
10	0.0009	-2	-211	-153
11	0.0010	-148	165	211
12	0.0011	1	30	-148
13	0.0012	241	-104	-58
14	0.0013	-216	143	512
15	0.0014	-29	19	418
16	0.0015	-4	376	144
17	0.0016	-127	-177	-265
18	0.0017	118	-87	-160
19	0.0018	265	299	-46
20	0.0019	156	-262	-358
21	0.0020	92	118	460
22	0.0021	-131	-326	-692
23	0.0022	231	-132	-68
24	0.0023	-152	47	152
25	0.0024	-81	-237	-118
26	0.0025	383	528	-28
27	0.0026	-296	-332	-16
28	0.0027	-74	56	16
29	0.0028	-207	220	151
30	0.0029	-302	-58	370
31	0.0030	143	214	-166
32	0.0031	20	-70	62
33	0.0032	-242	-7	502
34	0.0033	78	160	-55
35	0.0034	356	99	-354
36	0.0035	268	48	-59
37	0.0036	-316	-426	193
38	0.0037	191	120	-307
39	0.0038	-20	134	52
40	0.0039	-78	1	446
41	0.0040	35	250	276
42	0.0041	301	-45	-235
43	0.0042	261	-17	-512
44	0.0043	-139	-399	-252
45	0.0044	-6	49	-288
46	0.0045	296	159	-272
47	0.0046	20	-100	114
48	0.0047	41	-57	228
49	0.0048	-12	431	669
50	0.0049	-597	-61	183
51	0.0050	565	254	-645
52	0.0051	-188	-216	401
53	0.0052	-237	-169	-117
54	0.0053	402	-250	-662
55	0.0054	-108	-61	61
56	0.0055	-588	-12	553
57	0.0056	124	150	-77
58	0.0057	-114	205	363
59	0.0058	-156	-143	283
60	0.0059	48	97	-418
61	0.0060	-81	92	-216
62	0.0061	44	-145	-151
63	0.0062	-179	9	41
64	0.0063	87	24	82
65	0.0064	212	228	100
66	0.0065	-84	-136	82
67	0.0066	-53	-3	263
68	0.0067	215	111	-419
69	0.0068	301	181	220
70	0.0069	-459	39	437
71	0.0070	257	169	69
72	0.0071	-106	330	-110
73	0.0072	-44	-288	76
74	0.0073	-114	133	83
75	0.0074	165	19	-162
76	0.0075	283	201	-76
77	0.0076	-254	-401	264
78	0.0077	194	-34	-670
79	0.0078	137	58	143
80	0.0079	-58	9	177
81	0.0080	-2	-238	69
82	0.0081	289	261	-54
83	0.0082	-108	-134	-104
84	0.0083	-19	39	153
85	0.0084	110	242	-244
86	0.0085	88	-174	-170
87	0.0086	191	97	-102
88	0.0087	-361	-242	161
89	0.0088	221	242	57
90	0.0089	100	16	-422
91	0.0090	20	-250	208
92	0.0091	-160	152	345
93	0.0092	-58	139	-141
94	0.0093	46	143	187
95	0.0094	-148	-113	32
96	0.0095	220	-117	46
97	0.0096	-152	71	121
98	0.0097	-98	3	138
99	0.0098	-10	88	-123
100	0.0099	-97	22	99

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	-29	-1091	771
2	0.001	121	-491	1010
3	0.002	-1588	2227	1177
4	0.003	-902	667	218
5	0.004	146	76	-913
6	0.005	1417	-195	-1407
7	0.006	29	4876	-1133
8	0.007	2452	-708	-1200
9	0.008	1911	-878	-96
10	0.009	72	-1437	2571
================================================================================

=== 采集时间: 2025-12-05 15:22:07 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	-46	125	-156
2	0.0001	135	139	-342
3	0.0002	-280	-42	190
4	0.0003	133	27	-98
5	0.0004	62	37	-127
6	0.0005	-174	5	357
7	0.0006	26	9	-226
8	0.0007	-113	-162	65
9	0.0008	-12	9	32
10	0.0009	74	-65	41
11	0.0010	-239	-46	113
12	0.0011	75	-25	-449
13	0.0012	78	64	-34
14	0.0013	15	60	240
15	0.0014	174	-151	-458
16	0.0015	78	178	438
17	0.0016	163	-16	-812
18	0.0017	-172	-449	294
19	0.0018	-49	352	-174
20	0.0019	-70	-254	2
21	0.0020	-17	148	71
22	0.0021	-78	-155	91
23	0.0022	-68	104	290
24	0.0023	-158	249	240
25	0.0024	-38	-162	-147
26	0.0025	174	104	-273
27	0.0026	73	-49	104
28	0.0027	43	-20	-27
29	0.0028	451	54	-556
30	0.0029	83	-98	-179
31	0.0030	-172	-182	143
32	0.0031	117	28	-318
33	0.0032	-2	-57	-302
34	0.0033	-234	-28	365
35	0.0034	-285	-74	69
36	0.0035	312	-98	-267
37	0.0036	-224	96	510
38	0.0037	-285	-131	236
39	0.0038	169	437	-265
40	0.0039	130	-207	-126
41	0.0040	-25	-70	146
42	0.0041	499	192	-201
43	0.0042	398	-98	-491
44	0.0043	-246	-96	506
45	0.0044	274	87	-850
46	0.0045	118	-61	208
47	0.0046	-311	-44	173
48	0.0047	-128	-275	9
49	0.0048	117	424	-71
50	0.0049	-293	-122	292
51	0.0050	-47	-24	174
52	0.0051	-178	131	138
53	0.0052	-117	-104	-83
54	0.0053	7	30	144
55	0.0054	79	117	138
56	0.0055	293	-46	-144
57	0.0056	285	5	-203
58	0.0057	204	6	-92
59	0.0058	10	206	219
60	0.0059	110	92	-72
61	0.0060	84	-83	-94
62	0.0061	127	190	-304
63	0.0062	-198	-172	41
64	0.0063	-84	-123	474
65	0.0064	-235	279	82
66	0.0065	41	-2	213
67	0.0066	-297	218	193
68	0.0067	-17	-196	-290
69	0.0068	211	118	-224
70	0.0069	-311	-345	498
71	0.0070	95	138	-8
72	0.0071	591	194	-340
73	0.0072	-393	-129	717
74	0.0073	-63	113	313
75	0.0074	157	198	-378
76	0.0075	246	44	-312
77	0.0076	114	-168	84
78	0.0077	120	-117	-605
79	0.0078	251	180	236
80	0.0079	-660	-67	61
81	0.0080	366	-28	-297
82	0.0081	20	154	-276
83	0.0082	26	-221	289
84	0.0083	61	265	135
85	0.0084	-85	47	26
86	0.0085	13	-2	1
87	0.0086	77	-160	-183
88	0.0087	-134	-91	161
89	0.0088	39	56	360
90	0.0089	-178	171	-84
91	0.0090	272	-170	-246
92	0.0091	-224	104	253
93	0.0092	154	-98	-214
94	0.0093	120	186	62
95	0.0094	-305	-321	16
96	0.0095	327	259	-318
97	0.0096	-59	35	226
98	0.0097	-27	-83	-24
99	0.0098	-51	509	992
100	0.0099	433	-245	-845

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	354	1311	-712
2	0.001	823	1057	-813
3	0.002	1289	-1985	-798
4	0.003	1354	-2913	419
5	0.004	36	-1210	1011
6	0.005	-1268	-2093	1096
7	0.006	-996	461	949
8	0.007	-921	891	405
9	0.008	-923	2517	-52
10	0.009	-87	516	-1111
================================================================================

=== 采集时间: 2025-12-05 15:22:07 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	150	449	319
2	0.0001	137	-360	-349
3	0.0002	-123	36	-151
4	0.0003	-164	-57	44
5	0.0004	-269	-83	37
6	0.0005	212	201	174
7	0.0006	75	178	113
8	0.0007	168	-356	22
9	0.0008	-79	52	-102
10	0.0009	-27	-162	-291
11	0.0010	-315	199	429
12	0.0011	122	-33	-177
13	0.0012	258	-160	-376
14	0.0013	79	259	521
15	0.0014	-349	-27	166
16	0.0015	304	91	-387
17	0.0016	83	-71	-107
18	0.0017	-23	-238	161
19	0.0018	349	335	-89
20	0.0019	-413	-24	506
21	0.0020	15	161	200
22	0.0021	155	118	-378
23	0.0022	253	-253	-154
24	0.0023	-378	-114	601
25	0.0024	116	-242	-1039
26	0.0025	63	9	159
27	0.0026	-370	-34	152
28	0.0027	407	-27	-54
29	0.0028	229	565	112
30	0.0029	-101	-354	93
31	0.0030	91	66	-111
32	0.0031	88	56	-16
33	0.0032	-230	32	241
34	0.0033	202	280	5
35	0.0034	138	16	126
36	0.0035	-413	-412	232
37	0.0036	-168	-187	-307
38	0.0037	-67	52	-366
39	0.0038	9	52	279
40	0.0039	-106	-31	-36
41	0.0040	345	2	-154
42	0.0041	-237	101	279
43	0.0042	-187	-144	109
44	0.0043	116	160	-98
45	0.0044	220	96	26
46	0.0045	366	-40	45
47	0.0046	-280	-31	19
48	0.0047	124	122	-8
49	0.0048	-79	336	63
50	0.0049	93	-58	78
51	0.0050	100	3	-134
52	0.0051	-353	-41	347
53	0.0052	483	-104	-1357
54	0.0053	-346	-293	521
55	0.0054	-371	-12	363
56	0.0055	211	67	-329
57	0.0056	204	248	296
58	0.0057	-442	-172	500
59	0.0058	-96	97	166
60	0.0059	464	515	-164
61	0.0060	-12	19	-278
62	0.0061	456	-79	-252
63	0.0062	67	-23	41
64	0.0063	-61	-134	116
65	0.0064	-148	96	-53
66	0.0065	-106	27	9
67	0.0066	-87	279	812
68	0.0067	127	124	-104
69	0.0068	134	67	-96
70	0.0069	-298	218	760
71	0.0070	-141	-174	-230
72	0.0071	471	189	-616
73	0.0072	176	-166	43
74	0.0073	-220	-173	144
75	0.0074	82	91	-393
76	0.0075	3	65	-45
77	0.0076	-221	64	264
78	0.0077	182	-117	-88
79	0.0078	-255	600	1164
80	0.0079	19	79	-53
81	0.0080	100	-130	-361
82	0.0081	96	83	6
83	0.0082	36	-221	49
84	0.0083	198	278	-290
85	0.0084	237	13	-101
86	0.0085	-174	-31	216
87	0.0086	-289	-135	-197
88	0.0087	96	96	39
89	0.0088	-369	152	450
90	0.0089	241	218	654
91	0.0090	-194	210	136
92	0.0091	450	-92	-368
93	0.0092	-147	-29	-97
94	0.0093	-32	-230	-231
95	0.0094	524	218	-491
96	0.0095	75	-206	-195
97	0.0096	-221	-81	259
98	0.0097	-81	165	176
99	0.0098	-46	92	186
100	0.0099	108	201	255

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	539	-1654	1324
2	0.001	-140	-1242	1076
3	0.002	-1466	715	1537
4	0.003	-1764	5079	-163
5	0.004	-217	2602	-2010
6	0.005	1882	3579	-3508
7	0.006	762	839	-928
8	0.007	50	1371	-784
9	0.008	38	-98	-400
10	0.009	676	829	-617
================================================================================

=== 采集时间: 2025-12-05 15:22:07 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	-108	112	148
2	0.0001	154	-70	-518
3	0.0002	88	-33	84
4	0.0003	-604	-114	350
5	0.0004	135	-24	143
6	0.0005	-130	428	88
7	0.0006	3	-362	13
8	0.0007	151	198	-196
9	0.0008	-12	-351	-139
10	0.0009	93	131	-101
11	0.0010	-27	90	117
12	0.0011	279	-168	-312
13	0.0012	-259	-19	447
14	0.0013	190	372	-174
15	0.0014	-249	-40	101
16	0.0015	-46	-78	-88
17	0.0016	224	-96	-280
18	0.0017	61	-123	144
19	0.0018	-200	190	309
20	0.0019	-284	-89	126
21	0.0020	13	215	-201
22	0.0021	116	-80	99
23	0.0022	-139	-65	113
24	0.0023	308	205	46
25	0.0024	103	-109	-290
26	0.0025	245	-96	0
27	0.0026	-232	-108	-140
28	0.0027	174	-63	-58
29	0.0028	-61	293	86
30	0.0029	41	-296	-190
31	0.0030	259	173	-199
32	0.0031	-195	-75	311
33	0.0032	-42	-14	-23
34	0.0033	82	90	-315
35	0.0034	43	9	217
36	0.0035	-194	97	135
37	0.0036	54	80	169
38	0.0037	-326	172	243
39	0.0038	-68	100	225
40	0.0039	117	-61	-28
41	0.0040	-143	313	806
42	0.0041	-454	69	305
43	0.0042	467	-66	-631
44	0.0043	-75	280	262
45	0.0044	-221	-349	497
46	0.0045	301	60	-625
47	0.0046	160	-15	19
48	0.0047	-388	-54	352
49	0.0048	190	-32	-461
50	0.0049	368	-40	-220
51	0.0050	-188	-208	140
52	0.0051	318	19	-508
53	0.0052	198	91	-314
54	0.0053	-118	-87	157
55	0.0054	-34	-17	-111
56	0.0055	-53	-49	-119
57	0.0056	137	189	53
58	0.0057	23	-75	36
59	0.0058	50	77	112
60	0.0059	130	223	294
61	0.0060	263	-75	-340
62	0.0061	182	-15	-200
63	0.0062	87	6	6
64	0.0063	-188	7	181
65	0.0064	-275	3	-12
66	0.0065	126	131	-184
67	0.0066	258	-168	-207
68	0.0067	-170	493	677
69	0.0068	-44	146	161
70	0.0069	518	-126	-1120
71	0.0070	-279	-276	511
72	0.0071	-233	-193	52
73	0.0072	203	356	-331
74	0.0073	-79	148	893
75	0.0074	-500	-54	399
76	0.0075	224	-67	-500
77	0.0076	3	60	6
78	0.0077	-245	-68	281
79	0.0078	610	148	-577
80	0.0079	87	-311	-323
81	0.0080	97	-233	-3
82	0.0081	-100	79	-289
83	0.0082	325	176	-167
84	0.0083	67	137	393
85	0.0084	45	-179	136
86	0.0085	129	344	-319
87	0.0086	-280	-156	382
88	0.0087	-234	-33	-71
89	0.0088	203	-106	-408
90	0.0089	-179	-104	229
91	0.0090	-296	58	645
92	0.0091	-110	80	-175
93	0.0092	-32	138	140
94	0.0093	-96	-38	461
95	0.0094	345	-328	-577
96	0.0095	-49	604	1221
97	0.0096	-439	15	131
98	0.0097	600	-48	-755
99	0.0098	67	107	88
100	0.0099	-286	-398	54

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	-52	4461	-1265
2	0.001	2278	-518	-1409
3	0.002	1483	262	719
4	0.003	622	-1057	1372
5	0.004	594	-239	94
6	0.005	433	-1043	486
7	0.006	-46	-193	876
8	0.007	-572	1287	729
9	0.008	-955	1263	1052
10	0.009	-1001	1311	654
================================================================================

=== 采集时间: 2025-12-05 15:22:07 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	593	201	-794
2	0.0001	-601	-156	1035
3	0.0002	33	112	236
4	0.0003	255	313	-384
5	0.0004	369	6	97
6	0.0005	-481	-353	-115
7	0.0006	218	-84	-331
8	0.0007	40	248	-445
9	0.0008	-66	-293	125
10	0.0009	-185	-32	294
11	0.0010	-6	7	27
12	0.0011	5	165	18
13	0.0012	-186	30	401
14	0.0013	41	202	133
15	0.0014	302	128	-2
16	0.0015	167	54	-83
17	0.0016	103	-185	-348
18	0.0017	22	48	-130
19	0.0018	-101	18	-154
20	0.0019	211	-153	-348
21	0.0020	-252	52	353
22	0.0021	-70	44	367
23	0.0022	-213	92	182
24	0.0023	5	118	-11
25	0.0024	-58	159	447
26	0.0025	210	214	20
27	0.0026	364	-14	-376
28	0.0027	-191	-61	529
29	0.0028	422	-40	-1205
30	0.0029	439	-328	-243
31	0.0030	-587	-31	387
32	0.0031	-38	-138	-393
33	0.0032	210	415	-57
34	0.0033	-648	-305	845
35	0.0034	62	103	273
36	0.0035	27	653	574
37	0.0036	140	-33	-102
38	0.0037	198	-317	-323
39	0.0038	19	293	273
40	0.0039	71	43	-255
41	0.0040	283	26	-289
42	0.0041	-19	-263	-195
43	0.0042	-374	-161	199
44	0.0043	-63	203	-184
45	0.0044	-106	-19	213
46	0.0045	-404	83	429
47	0.0046	193	167	151
48	0.0047	514	31	-214
49	0.0048	-93	-215	356
50	0.0049	131	-11	-184
51	0.0050	216	169	-516
52	0.0051	78	-174	-152
53	0.0052	-362	-176	399
54	0.0053	-110	322	309
55	0.0054	-46	20	-201
56	0.0055	-542	152	1385
57	0.0056	66	-46	-671
58	0.0057	190	-200	-221
59	0.0058	-36	134	-20
60	0.0059	-254	-364	138
61	0.0060	-168	-87	301
62	0.0061	24	172	-100
63	0.0062	-6	-16	-213
64	0.0063	124	-59	65
65	0.0064	-222	-213	-297
66	0.0065	50	5	199
67	0.0066	-169	124	14
68	0.0067	308	-130	69
69	0.0068	20	176	31
70	0.0069	6	-165	143
71	0.0070	-96	134	44
72	0.0071	-256	-66	117
73	0.0072	126	270	-406
74	0.0073	-76	-11	399
75	0.0074	-205	163	833
76	0.0075	-58	269	131
77	0.0076	245	241	44
78	0.0077	-37	44	50
79	0.0078	-105	-224	37
80	0.0079	117	-46	-184
81	0.0080	113	-19	-286
82	0.0081	44	-317	-191
83	0.0082	180	360	-220
84	0.0083	-546	-169	1202
85	0.0084	-169	147	-310
86	0.0085	274	152	159
87	0.0086	-467	190	872
88	0.0087	35	144	122
89	0.0088	353	431	16
90	0.0089	-250	-159	241
91	0.0090	-25	-339	-349
92	0.0091	197	-113	-509
93	0.0092	-63	41	69
94	0.0093	-230	13	120
95	0.0094	501	2	-520
96	0.0095	-64	-12	277
97	0.0096	-379	-37	725
98	0.0097	159	369	-58
99	0.0098	116	134	62
100	0.0099	-211	-165	356

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	76	-1440	2313
2	0.001	-329	258	2202
3	0.002	-791	863	1132
4	0.003	-389	559	653
5	0.004	-751	-37	571
6	0.005	-691	-321	-16
7	0.006	-778	1557	-102
8	0.007	-523	1561	-412
9	0.008	7	2232	-1130
10	0.009	232	-2291	-790
================================================================================

=== 采集时间: 2025-12-05 15:22:08 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	69	-92	-214
2	0.0001	208	32	-29
3	0.0002	161	75	177
4	0.0003	-173	118	0
5	0.0004	79	6	-47
6	0.0005	-230	124	344
7	0.0006	228	128	36
8	0.0007	404	-149	-568
9	0.0008	-21	308	491
10	0.0009	-527	56	472
11	0.0010	139	-21	-573
12	0.0011	223	374	23
13	0.0012	-266	-377	590
14	0.0013	39	192	75
15	0.0014	352	19	-452
16	0.0015	-194	-149	134
17	0.0016	-148	-123	23
18	0.0017	462	86	-424
19	0.0018	203	193	-49
20	0.0019	-21	-293	200
21	0.0020	-316	-17	148
22	0.0021	-20	6	-177
23	0.0022	-268	197	696
24	0.0023	-172	143	127
25	0.0024	494	-88	-160
26	0.0025	-108	-81	-132
27	0.0026	-173	-92	121
28	0.0027	26	237	-406
29	0.0028	283	-142	-318
30	0.0029	114	-114	-76
31	0.0030	-68	-108	202
32	0.0031	-387	269	374
33	0.0032	41	-153	-328
34	0.0033	-4	92	-6
35	0.0034	62	7	493
36	0.0035	211	-226	-560
37	0.0036	193	395	121
38	0.0037	-470	-44	373
39	0.0038	218	2	-378
40	0.0039	283	197	-58
41	0.0040	-23	-87	417
42	0.0041	84	69	-221
43	0.0042	172	0	49
44	0.0043	-403	71	186
45	0.0044	15	-83	129
46	0.0045	118	403	-201
47	0.0046	255	-176	-62
48	0.0047	-72	-7	146
49	0.0048	-11	-88	-181
50	0.0049	80	253	-134
51	0.0050	-105	-19	-12
52	0.0051	263	-84	57
53	0.0052	201	240	40
54	0.0053	-203	-91	112
55	0.0054	0	181	-19
56	0.0055	-374	-123	164
57	0.0056	-115	-8	486
58	0.0057	274	154	-188
59	0.0058	127	-129	198
60	0.0059	-288	184	271
61	0.0060	61	-88	-298
62	0.0061	-66	-157	-152
63	0.0062	-34	-164	256
