
=== 采集时间: 2025-12-05 15:24:18 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
3	0.0002	-10	-66	-29
4	0.0003	103	-3	-91
5	0.0004	-64	50	43
6	0.0005	45	47	73
7	0.0006	7	-7	-34
8	0.0007	23	6	33
9	0.0008	-23	44	15
10	0.0009	50	52	14
11	0.0010	-44	31	-16
12	0.0011	10	-57	-53
13	0.0012	-33	33	-41
14	0.0013	-33	-4	96
15	0.0014	13	18	69
16	0.0015	48	33	18
17	0.0016	86	15	-12
18	0.0017	27	16	23
19	0.0018	61	41	-24
20	0.0019	5	41	-42
21	0.0020	53	-33	-2
22	0.0021	-49	-84	-109
23	0.0022	107	-17	-117
24	0.0023	-41	-29	-24
25	0.0024	-34	53	122
26	0.0025	-12	94	11
27	0.0026	27	-42	-14
28	0.0027	-42	-136	-25
29	0.0028	10	-63	-45
30	0.0029	-38	137	108
31	0.0030	50	152	130
32	0.0031	-50	6	106
33	0.0032	9	-88	-139
34	0.0033	45	-85	-148
35	0.0034	-21	44	50
36	0.0035	9	143	7
37	0.0036	100	71	-24
38	0.0037	-75	-89	2
39	0.0038	-72	-181	-40
40	0.0039	41	91	-46
41	0.0040	54	105	-15
42	0.0041	103	-8	-16
43	0.0042	18	-71	-20
44	0.0043	-3	58	90
45	0.0044	-87	32	-42
46	0.0045	32	48	-4
47	0.0046	-115	-16	31
48	0.0047	14	9	37
49	0.0048	-15	16	-44
50	0.0049	-36	30	194
51	0.0050	-97	79	143
52	0.0051	138	71	-36
53	0.0052	-23	-65	-62
54	0.0053	43	-50	54
55	0.0054	-31	77	71
56	0.0055	113	118	32
57	0.0056	92	20	27
58	0.0057	43	-57	60
59	0.0058	-2	11	40
60	0.0059	-58	64	-20
61	0.0060	41	37	26
62	0.0061	13	7	0
63	0.0062	-21	-14	46
64	0.0063	-31	23	28
65	0.0064	-44	-8	-20
66	0.0065	19	16	-29
67	0.0066	-19	-12	-38
68	0.0067	36	19	36
69	0.0068	18	16	-21
70	0.0069	-27	-45	67
71	0.0070	7	40	41
72	0.0071	27	9	-71
73	0.0072	82	-3	-14
74	0.0073	9	-27	-23
75	0.0074	-58	18	82
76	0.0075	50	142	14
77	0.0076	-14	-61	-10
78	0.0077	-8	-29	33
79	0.0078	-47	-12	-21
80	0.0079	-51	31	2
81	0.0080	-14	108	54
82	0.0081	-8	0	3
83	0.0082	20	-20	36
84	0.0083	49	-91	-66
85	0.0084	-27	-59	-31
86	0.0085	53	103	1
87	0.0086	-38	35	-27
88	0.0087	103	-7	-4
89	0.0088	-117	-50	-10
90	0.0089	41	7	7
91	0.0090	-72	61	-7
92	0.0091	2	30	56
93	0.0092	-38	43	26
94	0.0093	-27	-29	71
95	0.0094	11	40	-6
96	0.0095	-3	18	33
97	0.0096	45	52	35
98	0.0097	15	-67	-45
99	0.0098	79	27	-17
100	0.0099	-38	-15	-19

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	151	-92	331
2	0.001	203	1447	495
3	0.002	-184	-1264	1098
4	0.003	-259	102	784
5	0.004	-1004	-260	948
6	0.005	-649	557	649
7	0.006	657	802	-514
8	0.007	731	415	-111
9	0.008	683	229	219
10	0.009	769	-3829	381
================================================================================

=== 采集时间: 2025-12-05 15:25:04 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	-53	50	6
2	0.0001	-2	7	121
3	0.0002	-2	50	-11
4	0.0003	82	-67	-109
5	0.0004	2	43	-51
6	0.0005	23	52	73
7	0.0006	-3	66	-36
8	0.0007	3	6	14
9	0.0008	33	-58	-12
10	0.0009	0	-57	-15
11	0.0010	71	53	30
12	0.0011	-50	30	-2
13	0.0012	35	11	37
14	0.0013	-47	19	-16
15	0.0014	11	-29	-4
16	0.0015	33	77	16
17	0.0016	-27	-17	-25
18	0.0017	32	52	-27
19	0.0018	-76	18	60
20	0.0019	5	3	-45
21	0.0020	-64	13	2
22	0.0021	32	-19	44
23	0.0022	-33	24	-19
24	0.0023	69	19	50
25	0.0024	-51	-3	-7
26	0.0025	33	2	58
27	0.0026	-32	16	60
28	0.0027	-7	10	61
29	0.0028	9	27	-21
30	0.0029	6	-28	-29
31	0.0030	35	24	-54
32	0.0031	31	-76	-57
33	0.0032	-8	83	28
34	0.0033	-38	137	202
35	0.0034	-88	74	150
36	0.0035	-42	-70	71
37	0.0036	-7	-123	-122
38	0.0037	92	61	19
39	0.0038	74	163	76
40	0.0039	100	50	37
41	0.0040	-10	-91	-27
42	0.0041	14	-177	-184
43	0.0042	46	28	-141
44	0.0043	61	134	90
45	0.0044	-31	147	187
46	0.0045	14	-32	82
47	0.0046	-84	-134	-177
48	0.0047	-50	-105	-12
49	0.0048	-51	146	22
50	0.0049	11	75	91
51	0.0050	67	80	2
52	0.0051	-11	-92	31
53	0.0052	-61	-51	36
54	0.0053	-49	53	2
55	0.0054	-3	10	10
56	0.0055	3	22	-54
57	0.0056	23	-75	-37
58	0.0057	-85	-25	43
59	0.0058	-46	71	106
60	0.0059	7	80	136
61	0.0060	-114	-11	129
62	0.0061	45	77	20
63	0.0062	-24	-8	71
64	0.0063	-16	-65	10
65	0.0064	-14	28	9
66	0.0065	-51	-7	-34
67	0.0066	43	19	-27
68	0.0067	0	-42	-10
69	0.0068	30	33	35
70	0.0069	-84	23	62
71	0.0070	-54	-4	53
72	0.0071	-33	77	-12
73	0.0072	41	5	-28
74	0.0073	-4	14	33
75	0.0074	54	-34	-6
76	0.0075	15	35	-106
77	0.0076	57	13	49
78	0.0077	-62	19	27
79	0.0078	137	-10	-29
80	0.0079	-64	40	58
81	0.0080	15	-34	-10
82	0.0081	-42	47	-20
83	0.0082	-19	24	13
84	0.0083	-62	-12	19
85	0.0084	0	-10	16
86	0.0085	0	-23	0
87	0.0086	-78	-23	69
88	0.0087	6	48	-4
89	0.0088	-28	6	35
90	0.0089	30	31	108
91	0.0090	-42	1	52
92	0.0091	110	84	22
93	0.0092	-40	-21	-14
94	0.0093	187	14	-88
95	0.0094	-23	-8	-11
96	0.0095	99	26	-45
97	0.0096	-42	116	50
98	0.0097	-20	-14	121
99	0.0098	-79	52	-21
100	0.0099	35	-65	6

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	729	-3075	-474
2	0.001	594	-388	-303
3	0.002	801	-1918	13
4	0.003	896	-647	95
5	0.004	471	-1393	267
6	0.005	195	-553	358
7	0.006	145	351	-676
8	0.007	710	-490	-853
9	0.008	285	-598	-569
10	0.009	589	-1054	-679
================================================================================

=== 采集时间: 2025-12-05 15:25:04 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	-21	75	35
2	0.0001	7	66	105
3	0.0002	31	71	66
4	0.0003	-2	-27	37
5	0.0004	-33	-24	-47
6	0.0005	0	-48	-81
7	0.0006	13	60	82
8	0.0007	-49	-21	54
9	0.0008	9	-48	-11
10	0.0009	-47	-21	-41
11	0.0010	-78	-19	76
12	0.0011	-4	49	31
13	0.0012	36	32	3
14	0.0013	-27	-40	23
15	0.0014	-27	23	27
16	0.0015	-37	30	15
17	0.0016	15	135	139
18	0.0017	0	31	37
19	0.0018	137	-6	-100
20	0.0019	-3	-58	-34
21	0.0020	-44	-4	83
22	0.0021	31	96	-34
23	0.0022	93	88	22
24	0.0023	-21	-53	118
25	0.0024	-21	-55	37
26	0.0025	-7	37	87
27	0.0026	-88	77	88
28	0.0027	61	5	-97
29	0.0028	92	-29	-40
30	0.0029	-16	10	99
31	0.0030	43	10	18
32	0.0031	19	79	-104
33	0.0032	-10	-38	26
34	0.0033	-3	-32	-62
35	0.0034	35	-16	-4
36	0.0035	6	96	84
37	0.0036	-55	-50	24
38	0.0037	63	69	-32
39	0.0038	-58	-100	-14
40	0.0039	44	23	36
41	0.0040	36	43	-50
42	0.0041	52	23	11
43	0.0042	-74	30	60
44	0.0043	35	27	-21
45	0.0044	-11	69	71
46	0.0045	-6	-12	48
47	0.0046	-15	-74	-97
48	0.0047	108	97	16
49	0.0048	-89	-12	97
50	0.0049	28	88	56
51	0.0050	-58	23	69
52	0.0051	66	-25	-89
53	0.0052	53	54	-40
54	0.0053	-21	-65	33
55	0.0054	62	50	-7
56	0.0055	92	107	-2
57	0.0056	57	6	-23
58	0.0057	-49	-49	75
59	0.0058	-16	49	-27
60	0.0059	-51	13	-29
61	0.0060	-58	66	40
62	0.0061	-23	-71	-71
63	0.0062	-12	24	44
64	0.0063	-31	101	208
65	0.0064	-38	47	169
66	0.0065	46	111	19
67	0.0066	-3	-114	-59
68	0.0067	9	-8	-74
69	0.0068	14	-54	-97
70	0.0069	60	47	24
71	0.0070	33	26	16
72	0.0071	53	-36	35
73	0.0072	-72	24	16
74	0.0073	44	13	-11
75	0.0074	-32	47	-29
76	0.0075	67	-31	24
77	0.0076	-21	-65	-83
78	0.0077	133	96	26
79	0.0078	-14	99	156
80	0.0079	-23	27	41
81	0.0080	74	-50	-140
82	0.0081	-23	-75	-77
83	0.0082	133	52	-72
84	0.0083	-64	40	159
85	0.0084	120	185	80
86	0.0085	-27	-16	113
87	0.0086	-81	-65	-19
88	0.0087	11	-85	-136
89	0.0088	5	30	10
90	0.0089	-27	26	13
91	0.0090	3	16	121
92	0.0091	-38	6	69
93	0.0092	-6	-54	-27
94	0.0093	-33	-15	-16
95	0.0094	18	23	18
96	0.0095	45	48	-139
97	0.0096	135	-48	-117
98	0.0097	-29	-3	-29
99	0.0098	-17	-49	52
100	0.0099	2	103	20

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	707	662	-64
2	0.001	865	-489	105
3	0.002	872	314	15
4	0.003	740	-907	47
5	0.004	501	-1018	124
6	0.005	613	1308	-1050
7	0.006	437	1505	-596
8	0.007	695	1266	-604
9	0.008	946	-3847	-518
10	0.009	711	-318	-727
================================================================================

=== 采集时间: 2025-12-05 15:25:04 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	-3	1	67
2	0.0001	-75	5	-7
3	0.0002	-57	9	88
4	0.0003	-32	66	37
5	0.0004	33	5	39
6	0.0005	80	47	-40
7	0.0006	96	-54	-40
8	0.0007	-17	-57	-41
9	0.0008	60	1	-11
10	0.0009	-74	14	-51
11	0.0010	62	20	-81
12	0.0011	-28	-44	-67
13	0.0012	-46	-27	92
14	0.0013	-71	83	130
15	0.0014	-8	60	36
16	0.0015	-8	22	-14
17	0.0016	-64	-59	-8
18	0.0017	-33	-4	44
19	0.0018	-4	33	-19
20	0.0019	9	7	27
21	0.0020	99	10	43
22	0.0021	-29	-66	-24
23	0.0022	120	5	-54
24	0.0023	-85	11	-25
25	0.0024	15	19	58
26	0.0025	-12	35	-21
27	0.0026	41	-36	50
28	0.0027	-61	-10	31
29	0.0028	28	47	13
30	0.0029	-71	83	18
31	0.0030	48	66	65
32	0.0031	-58	-66	-87
33	0.0032	53	-31	43
34	0.0033	-61	35	44
35	0.0034	24	27	24
36	0.0035	45	18	-19
37	0.0036	3	-78	57
38	0.0037	-6	19	-12
39	0.0038	97	-19	-34
40	0.0039	-92	69	33
41	0.0040	83	22	-4
42	0.0041	3	-28	-192
43	0.0042	37	-118	-53
44	0.0043	39	67	-37
45	0.0044	-10	118	108
46	0.0045	6	138	147
47	0.0046	-6	-27	46
48	0.0047	15	-53	-76
49	0.0048	11	-7	-29
50	0.0049	-36	52	105
51	0.0050	32	82	80
52	0.0051	-81	-92	-14
53	0.0052	-3	-66	-36
54	0.0053	-58	50	-21
55	0.0054	58	134	150
56	0.0055	-7	116	69
57	0.0056	40	-75	83
58	0.0057	-71	-92	-55
59	0.0058	75	-62	-106
60	0.0059	-25	120	0
61	0.0060	99	82	28
62	0.0061	56	30	-17
63	0.0062	-14	-92	23
64	0.0063	-28	27	7
65	0.0064	-64	1	27
66	0.0065	78	131	41
67	0.0066	-42	-72	-6
68	0.0067	69	15	2
69	0.0068	-113	2	24
70	0.0069	-11	58	49
71	0.0070	9	60	37
72	0.0071	13	-57	50
73	0.0072	-15	-36	-27
74	0.0073	36	0	-20
75	0.0074	-32	83	10
76	0.0075	73	58	41
77	0.0076	-27	-4	10
78	0.0077	53	-75	13
79	0.0078	-58	-33	-36
80	0.0079	-8	10	-46
81	0.0080	-6	112	-59
82	0.0081	1	-7	32
83	0.0082	-31	-44	0
84	0.0083	44	-2	19
85	0.0084	-76	67	116
86	0.0085	-33	94	69
87	0.0086	40	19	-96
88	0.0087	88	-36	-55
89	0.0088	31	-31	-59
90	0.0089	56	-16	-47
91	0.0090	-28	101	33
92	0.0091	15	-16	69
93	0.0092	-17	-21	-51
94	0.0093	61	-14	-45
95	0.0094	-79	58	71
96	0.0095	-15	30	5
97	0.0096	3	-20	-44
98	0.0097	26	-21	66
99	0.0098	1	70	84
100	0.0099	3	32	28

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	813	476	-812
2	0.001	541	1147	-285
3	0.002	608	-1132	-31
4	0.003	1033	-1734	23
5	0.004	785	-1566	212
6	0.005	11	4043	-841
7	0.006	68	1276	-702
8	0.007	794	983	-888
9	0.008	636	836	-545
10	0.009	621	747	-618
================================================================================

=== 采集时间: 2025-12-05 15:25:05 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	30	24	-201
2	0.0001	56	-68	-115
3	0.0002	1	24	54
4	0.0003	5	-42	-40
5	0.0004	63	88	6
6	0.0005	-21	39	90
7	0.0006	-44	-17	-3
8	0.0007	31	36	22
9	0.0008	15	28	14
10	0.0009	40	-53	-77
11	0.0010	15	-41	-45
12	0.0011	-58	-33	6
13	0.0012	-23	2	-25
14	0.0013	43	-50	-84
15	0.0014	9	19	-16
16	0.0015	11	-48	108
17	0.0016	-27	79	-42
18	0.0017	92	6	26
19	0.0018	-25	27	15
20	0.0019	58	-17	-7
21	0.0020	-36	48	-4
22	0.0021	49	45	39
23	0.0022	-4	18	-4
24	0.0023	-54	-81	40
25	0.0024	88	54	-12
26	0.0025	-41	9	-24
27	0.0026	60	65	6
28	0.0027	-63	35	83
29	0.0028	-6	-81	-55
30	0.0029	82	-2	-53
31	0.0030	15	23	105
32	0.0031	73	88	71
33	0.0032	-2	52	-77
34	0.0033	-44	-38	16
35	0.0034	-38	19	20
36	0.0035	-28	-15	-17
37	0.0036	143	111	-15
38	0.0037	-79	-29	-29
39	0.0038	3	-91	40
40	0.0039	-98	24	6
41	0.0040	35	-2	26
42	0.0041	-40	73	32
43	0.0042	83	-24	49
44	0.0043	-53	-34	1
45	0.0044	103	-51	-34
46	0.0045	35	31	-74
47	0.0046	84	13	56
48	0.0047	-14	48	56
49	0.0048	53	37	-54
50	0.0049	-55	-14	1
51	0.0050	-17	-6	39
52	0.0051	-41	3	-23
53	0.0052	58	92	65
54	0.0053	-27	16	-51
55	0.0054	77	-2	41
56	0.0055	-79	-2	6
57	0.0056	61	-28	13
58	0.0057	-40	53	-91
59	0.0058	84	-25	-61
60	0.0059	-58	-3	-85
61	0.0060	60	-19	23
62	0.0061	-78	27	7
63	0.0062	13	37	174
64	0.0063	-53	78	60
65	0.0064	44	-29	16
66	0.0065	-11	5	-62
67	0.0066	36	-129	-81
68	0.0067	-41	28	44
69	0.0068	5	169	150
70	0.0069	-41	57	16
71	0.0070	46	-98	-14
72	0.0071	-110	-102	-55
73	0.0072	69	-7	-76
74	0.0073	-66	239	181
75	0.0074	37	43	134
76	0.0075	-27	-7	-11
77	0.0076	-6	-140	-41
78	0.0077	-7	-11	-55
79	0.0078	66	109	18
80	0.0079	44	77	15
81	0.0080	37	-71	30
82	0.0081	-31	-96	-59
83	0.0082	-21	-41	43
84	0.0083	-17	169	16
85	0.0084	9	14	46
86	0.0085	37	49	0
87	0.0086	-24	-44	-27
88	0.0087	5	27	90
89	0.0088	-109	61	46
90	0.0089	44	-44	3
91	0.0090	-6	11	-153
92	0.0091	9	-112	-124
93	0.0092	31	69	-47
94	0.0093	-12	53	88
95	0.0094	-45	19	75
96	0.0095	49	16	70
97	0.0096	-47	-29	-17
98	0.0097	9	-8	54
99	0.0098	-54	82	14
100	0.0099	69	13	18

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	1249	985	-849
2	0.001	1034	-364	-848
3	0.002	847	-1375	-281
4	0.003	732	-904	-32
5	0.004	608	2375	-224
6	0.005	-408	2147	-290
7	0.006	-96	1824	-606
8	0.007	554	2532	-1381
9	0.008	339	1463	-1091
10	0.009	519	231	-763
================================================================================

=== 采集时间: 2025-12-05 15:25:05 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	-96	44	-16
2	0.0001	-44	-41	82
3	0.0002	-83	3	-88
4	0.0003	9	-27	23
5	0.0004	-23	27	10
6	0.0005	71	-4	-11
7	0.0006	116	84	-111
8	0.0007	52	-11	46
9	0.0008	16	3	-24
10	0.0009	-11	-28	-80
11	0.0010	40	40	43
12	0.0011	-45	18	2
13	0.0012	46	-104	-91
14	0.0013	13	-54	-76
15	0.0014	-41	-49	24
16	0.0015	65	210	60
17	0.0016	5	23	-12
18	0.0017	20	-136	-109
19	0.0018	-36	-130	-118
20	0.0019	-29	22	11
21	0.0020	-38	137	134
22	0.0021	77	94	54
23	0.0022	-50	-81	40
24	0.0023	60	-48	-37
25	0.0024	-16	14	-140
26	0.0025	70	113	50
27	0.0026	-47	94	56
28	0.0027	45	-75	1
29	0.0028	-11	-8	15
30	0.0029	-70	-61	53
31	0.0030	-41	113	35
32	0.0031	91	33	-53
33	0.0032	-49	-38	74
34	0.0033	22	-8	23
35	0.0034	39	33	-41
36	0.0035	-59	83	146
37	0.0036	10	50	7
38	0.0037	1	-51	-109
39	0.0038	-121	-114	-15
40	0.0039	-66	-49	-29
41	0.0040	-45	101	-4
42	0.0041	77	67	165
43	0.0042	-114	-51	133
44	0.0043	154	-57	-92
45	0.0044	-114	-57	-94
46	0.0045	70	45	-36
47	0.0046	22	80	-134
48	0.0047	108	-54	-66
49	0.0048	-11	-27	-24
50	0.0049	14	-114	2
51	0.0050	2	-40	83
52	0.0051	40	7	26
53	0.0052	-33	13	-61
54	0.0053	18	48	37
55	0.0054	-3	26	-11
56	0.0055	37	-3	-16
57	0.0056	46	-16	-33
58	0.0057	-42	-79	0
59	0.0058	-38	50	14
60	0.0059	2	43	-33
61	0.0060	-36	19	0
62	0.0061	63	-12	-29
63	0.0062	-23	-53	-25
64	0.0063	62	32	28
65	0.0064	1	14	-15
66	0.0065	31	47	65
67	0.0066	70	94	73
68	0.0067	-40	-8	15
69	0.0068	91	43	54
70	0.0069	-122	33	44
71	0.0070	10	2	14
72	0.0071	-47	48	-50
73	0.0072	-7	-65	62
74	0.0073	-78	-6	-12
75	0.0074	23	-15	35
76	0.0075	45	61	62
77	0.0076	14	-62	-40
78	0.0077	66	10	-37
79	0.0078	10	-34	-25
80	0.0079	-32	73	44
81	0.0080	-32	7	62
82	0.0081	18	103	43
83	0.0082	-57	-67	49
84	0.0083	-8	-19	6
85	0.0084	-46	31	16
86	0.0085	24	45	-33
87	0.0086	32	44	54
88	0.0087	32	22	23
89	0.0088	-19	5	73
90	0.0089	-79	-3	136
91	0.0090	33	79	-44
92	0.0091	48	-19	-14
93	0.0092	-54	23	20
94	0.0093	88	-95	-41
95	0.0094	-92	11	-50
96	0.0095	5	-25	18
97	0.0096	-59	60	-32
98	0.0097	62	18	48
99	0.0098	0	2	20
100	0.0099	3	-36	-8

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	14	2386	-990
2	0.001	184	347	-883
3	0.002	184	105	-669
4	0.003	489	129	-671
5	0.004	536	2463	-709
6	0.005	-795	3173	-292
7	0.006	-580	2286	-370
8	0.007	-527	3244	-227
9	0.008	-382	1196	-212
10	0.009	-43	848	-470
================================================================================

=== 采集时间: 2025-12-05 15:25:06 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	95	-8	-25
2	0.0001	57	28	-33
3	0.0002	-75	-46	54
4	0.0003	-7	44	-16
5	0.0004	-16	32	75
6	0.0005	-62	18	54
7	0.0006	-24	-36	11
8	0.0007	-62	60	-40
9	0.0008	32	66	105
10	0.0009	-68	13	-127
11	0.0010	97	-106	-67
12	0.0011	-75	-29	13
13	0.0012	1	-8	-21
14	0.0013	73	135	22
15	0.0014	23	16	157
16	0.0015	-16	-65	48
17	0.0016	75	-8	-61
18	0.0017	-12	23	16
19	0.0018	43	27	-25
20	0.0019	67	79	-33
21	0.0020	-101	-119	-139
22	0.0021	41	15	-64
23	0.0022	-158	33	-3
24	0.0023	49	36	31
25	0.0024	-138	24	31
26	0.0025	56	-78	41
27	0.0026	-104	45	75
28	0.0027	-6	-44	45
29	0.0028	-14	92	0
30	0.0029	36	-19	-3
31	0.0030	31	-37	-8
32	0.0031	86	36	-15
33	0.0032	-12	5	-27
34	0.0033	15	52	31
35	0.0034	-58	-21	-7
36	0.0035	3	-33	50
37	0.0036	36	33	-33
38	0.0037	-23	-49	57
39	0.0038	27	99	67
40	0.0039	31	142	32
41	0.0040	30	9	18
42	0.0041	50	-142	-170
43	0.0042	-44	-161	-114
44	0.0043	27	116	19
45	0.0044	-45	82	86
46	0.0045	45	90	61
47	0.0046	-37	-44	31
48	0.0047	-28	-134	-40
49	0.0048	32	32	-49
50	0.0049	-8	79	46
51	0.0050	23	124	108
52	0.0051	-16	70	60
53	0.0052	117	-72	-2
54	0.0053	-58	-21	31
55	0.0054	16	-8	-32
56	0.0055	1	156	-101
57	0.0056	22	-40	6
58	0.0057	-45	-4	61
59	0.0058	9	-51	-44
60	0.0059	32	58	7
61	0.0060	-4	39	79
62	0.0061	14	-33	-29
63	0.0062	14	15	-32
64	0.0063	-14	-59	0
65	0.0064	9	65	-28
66	0.0065	45	116	91
67	0.0066	-87	-2	93
68	0.0067	88	-38	-57
69	0.0068	0	-24	-40
70	0.0069	-75	-7	66
71	0.0070	-31	111	41
72	0.0071	-50	-8	-31
73	0.0072	36	28	152
74	0.0073	-55	-49	75
75	0.0074	100	28	-24
76	0.0075	14	43	-19
77	0.0076	23	-7	-49
78	0.0077	50	31	-97
79	0.0078	10	-34	49
80	0.0079	-14	-11	32
81	0.0080	35	56	2
82	0.0081	16	65	16
83	0.0082	14	-8	13
84	0.0083	9	-32	-105
85	0.0084	66	22	-6
86	0.0085	-61	48	23
87	0.0086	92	-3	15
88	0.0087	-45	1	-85
89	0.0088	-40	-134	18
90	0.0089	-78	71	43
91	0.0090	-3	5	16
92	0.0091	-14	48	73
93	0.0092	40	-36	40
94	0.0093	-24	-32	-29
95	0.0094	-4	-7	35
96	0.0095	-59	40	-24
97	0.0096	44	44	-14
98	0.0097	33	75	27
99	0.0098	-50	-50	73
100	0.0099	57	32	-45

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	811	263	-730
2	0.001	1177	-2040	-753
3	0.002	928	710	-933
4	0.003	776	118	-837
5	0.004	734	1220	-465
6	0.005	-118	698	-605
7	0.006	100	447	-847
8	0.007	409	709	-922
9	0.008	-7	2821	-798
10	0.009	148	3329	-681
================================================================================

=== 采集时间: 2025-12-05 15:25:06 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	77	5	23
2	0.0001	48	35	-34
3	0.0002	-55	41	73
4	0.0003	-2	-2	48
5	0.0004	-4	64	-29
6	0.0005	15	-38	33
7	0.0006	-31	-20	22
8	0.0007	92	-10	-54
9	0.0008	-2	41	46
10	0.0009	-38	0	-10
11	0.0010	13	10	-10
12	0.0011	-27	50	54
13	0.0012	-8	19	110
14	0.0013	62	33	14
15	0.0014	39	-31	-14
16	0.0015	-87	-32	15
17	0.0016	-71	0	15
18	0.0017	0	108	23
19	0.0018	0	-34	35
20	0.0019	41	31	16
21	0.0020	26	14	88
22	0.0021	-8	-4	-32
23	0.0022	36	-8	-53
24	0.0023	-17	6	-63
25	0.0024	41	2	-11
26	0.0025	-14	-8	31
27	0.0026	73	97	105
28	0.0027	-32	24	74
29	0.0028	31	18	-81
30	0.0029	1	-17	-70
31	0.0030	-87	3	41
32	0.0031	10	5	23
33	0.0032	-165	-42	49
34	0.0033	46	9	95
35	0.0034	-93	35	88
36	0.0035	113	-4	14
37	0.0036	20	13	-20
38	0.0037	18	-33	19
39	0.0038	56	75	-58
40	0.0039	57	27	7
41	0.0040	109	54	62
42	0.0041	0	7	14
43	0.0042	70	-33	-32
44	0.0043	-47	31	-42
45	0.0044	-53	-12	-10
46	0.0045	3	113	-24
47	0.0046	-64	-87	6
48	0.0047	-8	-62	31
49	0.0048	-84	-51	5
50	0.0049	40	30	-50
51	0.0050	-38	82	45
52	0.0051	-23	-62	45
53	0.0052	16	-8	20
54	0.0053	-14	-2	49
55	0.0054	-15	64	159
56	0.0055	9	176	91
57	0.0056	57	2	-42
58	0.0057	87	7	-31
59	0.0058	-74	-110	-50
60	0.0059	-10	28	-23
61	0.0060	32	13	7
62	0.0061	-24	-117	1
63	0.0062	-45	-61	16
64	0.0063	61	92	-59
65	0.0064	7	111	84
66	0.0065	43	131	61
67	0.0066	-8	-78	-70
68	0.0067	28	-110	-130
69	0.0068	-83	-15	18
70	0.0069	-7	91	52
71	0.0070	67	126	-29
72	0.0071	-23	-49	67
73	0.0072	40	-34	-32
74	0.0073	-72	-40	3
75	0.0074	36	116	91
76	0.0075	41	79	30
77	0.0076	58	-31	-40
78	0.0077	43	-84	-32
79	0.0078	-29	1	-17
80	0.0079	18	65	-27
81	0.0080	35	56	3
82	0.0081	24	-20	-58
83	0.0082	9	-65	-51
84	0.0083	-119	24	0
85	0.0084	-55	35	91
86	0.0085	-32	54	27
87	0.0086	60	-14	54
88	0.0087	2	23	135
89	0.0088	-27	-24	-15
90	0.0089	0	69	-24
91	0.0090	-55	-3	5
92	0.0091	84	56	37
93	0.0092	6	-19	16
94	0.0093	90	-58	-6
95	0.0094	7	37	-38
96	0.0095	-10	-4	-57
97	0.0096	-55	44	13
98	0.0097	15	-44	18
99	0.0098	-44	18	19
100	0.0099	-57	22	97

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	1078	3256	-1630
2	0.001	1406	1116	-1371
3	0.002	698	3179	-932
4	0.003	-120	1089	-669
5	0.004	563	719	-569
6	0.005	1188	-801	-927
7	0.006	-659	2441	-120
8	0.007	-887	2396	-10
9	0.008	-807	1986	11
10	0.009	-610	774	-98
================================================================================

=== 采集时间: 2025-12-05 15:25:06 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	-14	-149	-97
2	0.0001	78	-46	-117
3	0.0002	-58	-12	52
